,commodity,region,technology,year,consumption
0,gas,R1,gasboiler,2025,1.11110000000
1,electricity,R1,heatpump,2025,0.05020000000
2,gas,R1,gasboiler,2030,0.33970000000
3,gas,R1,gasboiler,2030,0.69350000000
4,electricity,R1,heatpump,2030,0.05020000000
5,electricity,R1,heatpump,2030,0.06020000000
6,gas,R1,gasboiler,2025,1.66660000000
7,electricity,R1,heatpump,2025,0.07530000000
8,gas,R1,gasboiler,2030,0.50950000000
9,gas,R1,gasboiler,2030,1.04020000000
10,electricity,R1,heatpump,2030,0.07530000000
11,electricity,R1,heatpump,2030,0.09030000000
12,gas,R1,gasboiler,2025,1.11110000000
13,electricity,R1,heatpump,2025,0.05020000000
14,gas,R1,gasboiler,2030,0.33970000000
15,gas,R1,gasboiler,2030,0.69350000000
16,electricity,R1,heatpump,2030,0.05020000000
17,electricity,R1,heatpump,2030,0.06020000000
18,gas,R1,gasboiler,2025,1.66660000000
19,electricity,R1,heatpump,2025,0.07530000000
20,gas,R1,gasboiler,2030,0.50950000000
21,gas,R1,gasboiler,2030,1.04020000000
22,electricity,R1,heatpump,2030,0.07530000000
23,electricity,R1,heatpump,2030,0.09030000000
24,gas,R1,gasboiler,2025,3.33330000000
25,electricity,R1,heatpump,2025,0.15060000000
26,gas,R1,gasboiler,2030,1.01910000000
27,gas,R1,gasboiler,2030,2.08050000000
28,electricity,R1,heatpump,2030,0.15060000000
29,electricity,R1,heatpump,2030,0.18060000000
30,gas,R1,gasboiler,2025,2.22220000000
31,electricity,R1,heatpump,2025,0.10040000000
32,gas,R1,gasboiler,2030,0.67940000000
33,gas,R1,gasboiler,2030,1.38700000000
34,electricity,R1,heatpump,2030,0.10040000000
35,electricity,R1,heatpump,2030,0.12040000000
